comparison_id,anonymous_image_id,evaluation_configuration,preprocessing_condition,attribution_method,resolution,model_architecture,pearson_correlation,ssim,correlation_drift,structural_drift,edi_primary,cosine_similarity,spearman_correlation,mean_squared_error,mean_absolute_error,root_mean_squared_error,normalized_mean_squared_error,lpips_distance
cmp_00115,img_d6ac23d44b304cb7,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9988514185,0.9980222881,0.000574290749999984,0.00197771189999996,0.00127600132499997,,,,,,,
cmp_00116,img_dea1e26519ce6b6e,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9997748733,0.9995020628,0.000112563349999983,0.00049793720000002,0.000305250275000002,,,,,,,
cmp_00117,img_eda521ed44845cab,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9994052649,0.9989206195,0.000297367549999983,0.0010793805,0.000688374024999994,,,,,,,
cmp_00118,img_f925fc7211129710,APTOS,diffusion,eigencam,192,EfficientNetB0,0.999637723,0.9995497465,0.000181138500000011,0.000450253500000053,0.000315696000000032,,,,,,,
cmp_00119,img_fa9cfa2017fc80a3,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9988145232,0.9983499348,0.000592738400000015,0.00165006519999999,0.0011214018,,,,,,,
cmp_00120,img_fc1cfaf584bbe967,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9981871247,0.9943358302,0.00090643764999998,0.00566416979999995,0.00328530372499997,,,,,,,
cmp_00121,img_0b7e6c07d987d5f2,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9821389318,0.9790683389,0.0089305341,0.0209316611,0.0149310976,,,,,,,
cmp_00122,img_0de10ac78229bafc,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9990725517,0.9972612262,0.000463724150000011,0.00273877379999998,0.001601248975,,,,,,,
cmp_00123,img_1aef2747b432cc67,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9996848106,0.9996294975,0.000157594699999986,0.000370502500000036,0.000264048600000011,,,,,,,
cmp_00124,img_218af35941ead89a,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9989508986,0.9977766275,0.000524550700000015,0.00222337250000004,0.00137396160000003,,,,,,,
cmp_00125,img_2f9624df43972ad0,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9756528735,0.959990561,0.01217356325,0.040009439,0.026091501125,,,,,,,
cmp_00126,img_3387cb608afb9d53,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9996063709,0.999607563,0.00019681454999998,0.000392437000000023,0.000294625775000001,,,,,,,
cmp_00127,img_3a4a3f5a9f92ac95,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9983503819,0.9975675344,0.000824809049999986,0.00243246559999999,0.00162863732499999,,,,,,,
cmp_00128,img_3f8584a4d36d82f6,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9944307208,0.9922795296,0.00278463960000003,0.00772047040000001,0.00525255500000002,,,,,,,
cmp_00129,img_46c7c4faf5268636,APTOS,diffusion,eigencam,224,EfficientNetB0,0.999298811,0.9992777109,0.000350594500000023,0.000722289100000051,0.000536441800000037,,,,,,,
cmp_00130,img_52bf77e1908d1435,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9875924587,0.9861819744,0.00620377065,0.0138180256,0.010010898125,,,,,,,
cmp_00131,img_63966711a69f9b1c,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9996552467,0.9995040894,0.000172376649999972,0.000495910599999982,0.000334143624999977,,,,,,,
cmp_00132,img_6752b7f65c4d8e5c,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9986705184,0.998198688,0.000664740800000008,0.001801312,0.0012330264,,,,,,,
cmp_00133,img_67f28e4f768d202c,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9967215061,0.9932568073,0.00163924695000001,0.00674319270000001,0.00419121982500001,,,,,,,
cmp_00134,img_68a0a31a26b5879d,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9990483522,0.9989959002,0.000475823900000005,0.00100409980000005,0.000739961850000026,,,,,,,
cmp_00135,img_6d6102325713ee05,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9993208647,0.9990360141,0.000339567649999983,0.000963985900000019,0.000651776775000001,,,,,,,
cmp_00136,img_7177fecb25c8f470,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9970708489,0.9962182641,0.00146457555000001,0.00378173589999997,0.00262315572499999,,,,,,,
cmp_00137,img_7549b170f48ce173,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9991769791,0.997484386,0.000411510449999986,0.002515614,0.00146356222499999,,,,,,,
cmp_00138,img_7ae2c9b6c6e17d38,APTOS,diffusion,eigencam,224,EfficientNetB0,0.997908175,0.9975672364,0.00104591250000002,0.0024327636,0.00173933805000001,,,,,,,
cmp_00139,img_7e272f4220875f6d,APTOS,diffusion,eigencam,224,EfficientNetB0,0.9972554445,0.9947520494,0.00137227774999998,0.00524795060000005,0.00331011417500002,,,,,,,
